,Reporting starts,Reporting ends,Campaign name,Delivery,Mobile app installs,Mobile app actions,Cost per mobile app install (GBP),Cost per mobile app action (GBP),Desktop app installs,Desktop app engagement,Cost per desktop app install (GBP),Cost per desktop app engagement (GBP),Post reactions,Post comments,Post shares
1299,2015-03-26,2015-03-26,Campaign74,inactive,,,,,,,,,,,
1300,2015-03-25,2015-03-25,Campaign74,inactive,,,,,,,,,7.0,,
1301,2015-03-25,2015-03-25,Campaign73,inactive,14.0,,2.33,,,,,,2.0,,
1302,2015-03-25,2015-03-25,Campaign72,inactive,,,,,,,,,,,
1303,2015-03-24,2015-03-24,Campaign72,inactive,2.0,,2.445,,,,,,,,
1304,2015-03-24,2015-03-24,Campaign74,inactive,,,,,,,,,,,
1305,2015-03-24,2015-03-24,Campaign75,inactive,,,,,,,,,,,
1306,2015-03-24,2015-03-24,Campaign73,inactive,8.0,,3.48875,,,,,,2.0,,
1307,2015-03-23,2015-03-23,Campaign72,inactive,,,,,,,,,,,
1308,2015-03-23,2015-03-23,Campaign74,inactive,,,,,,,,,,,
1309,2015-03-23,2015-03-23,Campaign73,inactive,2.0,,1.0,,,,,,,,
1310,2015-03-22,2015-03-22,Campaign75,inactive,10.0,,4.721,,,,,,2.0,,
1311,2015-03-22,2015-03-22,Campaign74,inactive,,,,,,,,,,,
1312,2015-03-22,2015-03-22,Campaign72,inactive,5.0,,1.33,,,,,,,,
1313,2015-03-22,2015-03-22,Campaign73,inactive,5.0,,2.1719999999999997,,,,,,,,
1314,2015-03-21,2015-03-21,Campaign73,inactive,6.0,,2.97,,,,,,1.0,,
1315,2015-03-21,2015-03-21,Campaign74,inactive,,,,,,,,,,,
1316,2015-03-21,2015-03-21,Campaign75,inactive,7.0,,7.1428571428571,,,,,,,,
1317,2015-03-21,2015-03-21,Campaign72,inactive,,,,,,,,,,,
1318,2015-03-20,2015-03-20,Campaign73,inactive,3.0,,5.31,,,,,,,,
1319,2015-03-20,2015-03-20,Campaign75,inactive,5.0,,4.624,,,,,,,,
1320,2015-03-19,2015-03-19,Campaign75,inactive,7.0,,7.1428571428571,,,,,,2.0,,
1321,2015-03-18,2015-03-18,Campaign75,inactive,14.0,,3.5714285714286,,,,,,,,
1322,2015-03-17,2015-03-17,Campaign75,inactive,14.0,,3.5714285714286,,,,,,2.0,,
1323,2015-03-16,2015-03-16,Campaign75,inactive,19.0,,2.6315789473684,,,,,,,,
1324,2015-03-15,2015-03-15,Campaign75,inactive,15.0,,3.3333333333332997,,,,,,,1.0,
1325,2015-03-14,2015-03-14,Campaign75,inactive,13.0,,3.8461538461538,,,,,,1.0,,
1326,2015-03-13,2015-03-13,Campaign75,inactive,8.0,,6.25,,,,,,,,
1327,2015-03-12,2015-03-12,Campaign75,inactive,13.0,,3.8461538461538,,,,,,2.0,1.0,1.0
1328,2015-03-11,2015-03-11,Campaign75,inactive,4.0,,12.5,,,,,,1.0,,
1329,2015-03-10,2015-03-10,Campaign75,inactive,9.0,,5.5555555555556,,,,,,3.0,,
1330,2015-03-09,2015-03-09,Campaign75,inactive,12.0,,4.1666666666667,,,,,,2.0,,
1331,2015-03-08,2015-03-08,Campaign75,inactive,27.0,,1.8518518518518998,,,,,,,,
1332,2015-03-07,2015-03-07,Campaign75,inactive,18.0,,2.7777777777778,,,,,,4.0,,
1333,2015-03-06,2015-03-06,Campaign75,inactive,12.0,,4.1666666666667,,,,,,1.0,,
1334,2015-03-05,2015-03-05,Campaign75,inactive,16.0,,3.125,,,,,,2.0,,
1335,2015-03-04,2015-03-04,Campaign75,inactive,18.0,,2.2222222222222,,,,,,1.0,,
1336,2015-03-03,2015-03-03,Campaign75,inactive,12.0,,3.3333333333332997,,,,,,,,
1337,2015-03-03,2015-03-03,Campaign76,inactive,,,,,,,,,,,
1338,2015-03-02,2015-03-02,Campaign75,inactive,16.0,,2.5,,,,,,1.0,,
1339,2015-03-02,2015-03-02,Campaign76,inactive,1.0,,10.0,,,,,,,,
1340,2015-03-02,2015-03-02,Campaign77,inactive,1.0,,5.5,,,,,,,,
1341,2015-03-01,2015-03-01,Campaign77,inactive,4.0,,5.0,,,,,,,,
1342,2015-03-01,2015-03-01,Campaign75,inactive,12.0,,1.6666666666667,,,,,,,,
1343,2015-03-01,2015-03-01,Campaign76,inactive,2.0,,5.0,,,,,,,,
1344,2015-02-28,2015-02-28,Campaign76,inactive,1.0,,6.54,,,,,,,,
1345,2015-02-28,2015-02-28,Campaign75,inactive,8.0,,2.5,,,,,,,,
1346,2015-02-28,2015-02-28,Campaign77,inactive,1.0,,12.9,,,,,,,,
1347,2015-02-27,2015-02-27,Campaign75,inactive,6.0,,3.3333333333332997,,,,,,,,
1348,2015-02-26,2015-02-26,Campaign75,inactive,7.0,,2.8571428571429,,,,,,,,
1349,2015-02-25,2015-02-25,Campaign75,inactive,5.0,,4.0,,,,,,,,
1350,2015-02-24,2015-02-24,Campaign75,inactive,15.0,,1.3333333333333,,,,,,,,
1351,2015-02-23,2015-02-23,Campaign75,inactive,11.0,,1.5618181818182,,,,,,,,
1352,2015-02-22,2015-02-22,Campaign75,inactive,9.0,,2.56,,,,,,,,
1353,2015-02-21,2015-02-21,Campaign75,inactive,4.0,,5.28,,,,,,,,
1354,2015-02-20,2015-02-20,Campaign75,inactive,6.0,,4.1783333333333,,,,,,,,
1355,2015-02-19,2015-02-19,Campaign75,inactive,3.0,,4.4,,,,,,2.0,,
1356,2015-02-18,2015-02-18,Campaign75,inactive,2.0,,7.375,,,,,,,,
1357,2015-02-17,2015-02-17,Campaign75,inactive,2.0,,5.0,,,,,,,,
1358,2015-02-16,2015-02-16,Campaign75,inactive,4.0,,5.39,,,,,,,,
1359,2015-02-15,2015-02-15,Campaign75,inactive,4.0,,7.4225,,,,,,,,
1360,2015-02-14,2015-02-14,Campaign75,inactive,1.0,,7.92,,,,,,1.0,,
1361,2015-02-13,2015-02-13,Campaign75,inactive,,,,,,,,,,,
1362,2014-12-17,2014-12-17,Campaign78,inactive,,,,,,,,,1.0,,
1363,2014-12-16,2014-12-16,Campaign78,inactive,,,,,,,,,2.0,,
1364,2014-12-15,2014-12-15,Campaign78,inactive,,,,,,,,,1.0,,
1365,2014-12-14,2014-12-14,Campaign78,inactive,,,,,,,,,1.0,,
1366,2014-12-13,2014-12-13,Campaign78,inactive,,,,,,,,,4.0,,
1367,2014-12-12,2014-12-12,Campaign78,inactive,,,,,,,,,,,
1368,2014-12-11,2014-12-11,Campaign78,inactive,,,,,,,,,2.0,,
1369,2014-12-10,2014-12-10,Campaign78,inactive,,,,,,,,,,,
1370,2014-03-03,2014-03-03,Campaign74,inactive,,,,,,,,,,,
1371,2014-03-02,2014-03-02,Campaign74,inactive,,,,,,,,,,,
1372,2014-03-01,2014-03-01,Campaign74,inactive,,,,,,,,,,,
1373,2014-02-28,2014-02-28,Campaign74,inactive,,,,,,,,,1.0,,1.0
1374,2014-02-27,2014-02-27,Campaign74,inactive,,,,,,,,,,,
1375,2014-02-26,2014-02-26,Campaign74,inactive,,,,,,,,,,,
1376,2014-02-25,2014-02-25,Campaign74,inactive,,,,,,,,,,,
1377,2014-02-24,2014-02-24,Campaign74,inactive,,,,,,,,,,,
1378,2014-02-23,2014-02-23,Campaign74,inactive,,,,,,,,,,,
1379,2014-02-22,2014-02-22,Campaign74,inactive,,,,,,,,,,,
1380,2014-02-21,2014-02-21,Campaign74,inactive,,,,,,,,,,,
